source,target
Robertap526,ProgettoRENA
andrgig,startsaturdays
Socialseed_,ivanapais
TRagusa,stateofthenet
TRagusa,chefuturo
fedecolonna,dgiluz
Ale_Nigro,ChiaraPeggy
Ale_Nigro,dgiluz
Ale_Nigro,ProgettoRENA
beavillari,ProgettoRENA
dclfbk,ivanapais
ross__gau,FraMazzocchi
ross__gau,stefanomicelli
ross__gau,rricciuti
ross__gau,SviluppoBas
Robertap526,Oska7
Ffoodinstitute,alcenero
mariella_stella,ProgettoRENA
schoolraising,ValComm
schoolraising,guglielmoa
schoolraising,stefanomicelli
coderdojobo,CoderDojo
VaPediroda,siboc
VaPediroda,Findemonte
2020CityPlus,FLuccisano
2020CityPlus,ProgettoRENA
ProgettoRENA,stefanomicelli
f_galtieri,Robertap526
f_galtieri,ProgettoRENA
chiarabert,gen_legacoop
mauribusacca,ivanapais
socialPA_RM,FusacchiA
mamacaluda,ZazzaNM
mamacaluda,Ravenna2019
Emiliana_Me,ivanapais
Emiliana_Me,_CleaNap
Emiliana_Me,BikeSharingNa
napo,dgiluz
perugini,Emiliana_Me
RanghioFrance,PuntoDock
RanghioFrance,HUMANFdn
ProgettoRENA,ivanapais
mamacaluda,FLuccisano
silvia_rensi,Editormanque
indugiare,FLuccisano
indugiare,CultPopSocCoop
indugiare,michiamofede
indugiare,OOPgiovani
mamacaluda,littleBits
mamacaluda,ZazzaNM
larobbi,FLuccisano
larobbi,davideagazzi
larobbi,ProgettoRENA
Robertap526,dgiluz
Robertap526,ProgettoRENA
bia_hvid,davideagazzi
Erica_sir,_Aloisi
Erica_sir,luigireggi
Erica_sir,chiaracio
Erica_sir,siboc
Erica_sir,enzolefevre
Erica_sir,MrAmpu
Erica_sir,andreamilan_
TRagusa,stateofthenet
TRagusa,chefuturo
LuciaTubaro,stefanomicelli
simonebor,napo
PierG,ChiaraPeggy
ArtOfDecisions,dskutz
coworkingcowo,ProgettoRENA
perugini,RobCacciatore
TorinoAnni10,pedroelrey
sergiogalasso,TommasoSacchi
sergiogalasso,BolloAlessandro
Emblema_,ProgettoRENA
larobbi,FLuccisano
larobbi,ProgettoRENA
LiveUru,ivanapais
panebarcos,mamacaluda
Erica_sir,ProgettoRENA
perugini,Societing_SC
AlessandraFeol1,chrisiaio
AlessandraFeol1,Labsus1
AleBezzi,ivanapais
biljaic,FLuccisano
larobbi,FusacchiA
larobbi,ProgettoRENA
mamacaluda,damienlanfrey
larobbi,ProgettoRENA
Erica_sir,chrisiaio
clarainbeta,FLuccisano
clarainbeta,ProgettoRENA
funkylotito,ProgettoRENA
funkylotito,BolloAlessandro
mauribusacca,stefanomicelli
ValComm,Ale_Nigro
ValComm,FusacchiA
ValComm,ProgettoRENA
EmilBanca,FraMazzocchi
EmilBanca,ProgettoRENA
ProgettoRENA,stefanomicelli
vivaioimprese,perugini
vivaioimprese,vivaioimprese
perugini,UrbanCagliari
YouCanGroup,saroversi
Tukulti_Ninurta,napo
LuciaTubaro,FLuccisano
larobbi,ProgettoRENA
giuseppenuc,aperdichizzi
Innovandiamo,FLuccisano
beavillari,ProgettoRENA
beavillari,chrisiaio
EmilBanca,BolloAlessandro
funkylotito,RitaBartolomei
funkylotito,meedabyte
funkylotito,ChiaraPeggy
Emuratori,ZazzaNM
chiarabert,ChiaraPeggy
ulde1967,ChiaraPeggy
NAStartUp,tarmelop
NAStartUp,ProgettoRENA
NAStartUp,f_galtieri
NAStartUp,davideagazzi
NAStartUp,FusacchiA
ILBETTA,ProgettoRENA
wendy_tiger,Urban_Res_Dance
ProgettoRENA,stefymilo
invisigot,ProgettoRENA
invisigot,cimina
invisigot,LucaCominassi
cesenalab,ProgettoRENA
FBrudaglio,ProgettoRENA
AlessandraFeol1,chrisiaio
AlessandraFeol1,LabGov
AlessandraFeol1,ProgettoRENA
AlessandraFeol1,Labsus1
siboc,ProgettoRENA
siboc,Erica_sir
siboc,nikko801
RanghioFrance,ProgettoRENA
chrisiaio,ProgettoRENA
Ale_Nigro,ivanapais
Ale_Nigro,ProgettoRENA
BChiavarino,doonie
Lebowskiana,xdxd_vs_xdxd
LucaCominassi,ProgettoRENA
aperdichizzi,Ale_Nigro
aperdichizzi,ChiaraPeggy
aperdichizzi,dgiluz
aperdichizzi,ProgettoRENA
mamacaluda,FusacchiA
EmilBanca,chrisiaio
clarainbeta,ProgettoRENA
silvia_rensi,ivanapais
metiuuitem,FLuccisano
f_galtieri,ChiaraPeggy
f_galtieri,FusacchiA
AlessandraFeol1,marcogy
AlessandraFeol1,GIConfindustria
ValeriaAdani,ProgettoRENA
larobbi,ProgettoRENA
panebarcos,FLuccisano
YouCanGroup,ProgettoRENA
AICCONnonprofit,ProgettoRENA
EmilBanca,BolloAlessandro
Ale_Nigro,ProgettoRENA
luca_biancucci,we4italy
luca_biancucci,FusacchiA
serraalle,tarmelop
serraalle,tarmelop
serraalle,LindaIerardi
serraalle,agaddone
serraalle,coderdojobo
serraalle,CoderDojo
michiamofede,doonie
michiamofede,proformaweb
MicheledAlena,RanghioFrance
MicheledAlena,ProgettoRENA
MicheledAlena,ghirardinicola
indugiare,FLuccisano
elisasola_,ChiaraPeggy
perugini,lorenzobenussi
TorinoAnni10,ProgettoRENA
EmilBanca,meedabyte
ProgettoRENA,meedabyte
TorinoAnni10,ZazzaNM
LucaBosonetto,ortiche_
ArielsM87,ChiaraPeggy
AleBezzi,ChiaraPeggy
biljaic,lorenzov
biljaic,dgiluz
ValeriaAdani,ProgettoRENA
ValeriaAdani,FusacchiA
AgostinoRiitano,dgiluz
bobpersio,FLuccisano
workingcapital,dgiluz
MrAmpu,FusacchiA
Tukulti_Ninurta,OECD
noemisatta,ProgettoRENA
larobbi,ProgettoRENA
LiveUru,dskutz
LiveUru,Guarene2020
paolocampagnano,ZazzaNM
AgostinoRiitano,damienlanfrey
Andreacritico,ProgettoRENA
aperdichizzi,FusacchiA
ZazzaNM,davideagazzi
ArielsM87,dgiluz
ValComm,ProgettoRENA
ValComm,FLuccisano
CasaNetural,ProgettoRENA
invisigot,cimina
invisigot,LucaCominassi
invisigot,damienlanfrey
AleBezzi,BolloAlessandro
Emuratori,doonie
Tukulti_Ninurta,matteolepore
Tukulti_Ninurta,ProgettoRENA
andrecatta,FraMazzocchi
Andreacritico,ProgettoRENA
bia_hvid,stefanomicelli
Innovandiamo,meedabyte
ArielsM87,stefanomicelli
perugini,LucaCominassi
ProgettoRENA,doonie
ProgettoRENA,clodcop
ProgettoRENA,MicheledAlena
Robertap526,matteolepore
Robertap526,ProgettoRENA
Tukulti_Ninurta,ZazzaNM
Urban_Res_Dance,chrisiaio
akribia,Liberos2
akribia,ProgettoRENA
alessiobau,chrisiaio
robertore62,MicheledAlena
larobbi,FLuccisano
larobbi,ProgettoRENA
Ffoodinstitute,meedabyte
mamacaluda,dskutz
mamacaluda,Ravenna2019
mauribusacca,ProgettoRENA
2020CityPlus,dskutz
2020CityPlus,ProgettoRENA
EmilBanca,meedabyte
muuffa,stefanomicelli
muuffa,arduino
silvia_rensi,BolloAlessandro
silvia_rensi,FitzcarraldoFon
RosaBorgognoni,WISTERWISTER
Robertap526,ProgettoRENA
Robertap526,ZazzaNM
wendy_tiger,ProgettoRENA
wendy_tiger,damienlanfrey
REStartSocial,ProgettoRENA
esterniorg,ProgettoRENA
beavillari,ProgettoRENA
beavillari,BolloAlessandro
perugini,startsaturdays
Giank_Russo,meedabyte
perugini,gmario_cinelli
grazia69mbs,f_galtieri
grazia69mbs,ChiaraPeggy
HUBFirenze,meedabyte
sociolab_tweet,Enrico
Robertap526,ProgettoRENA
Robertap526,welikechopin
Robertap526,miss0uri4
marcobani,ChiaraPeggy
YouCanGroup,damienlanfrey
YouCanGroup,ProgettoRENA
YouCanGroup,saroversi
YouCanGroup,RuralHub
YouCanGroup,ProgettoRENA
YouCanGroup,vignolimatteo
metiuuitem,chrisiaio
metiuuitem,spaghetti_folks
ProgettoRENA,ivanapais
SISinnovation,ProgettoRENA
EmilBanca,ChiaraPeggy
meg_pag,bia_hvid
meg_pag,ProgettoRENA
meg_pag,mr_travaglini
clarainbeta,FLuccisano
ProgettoRENA,qn_carlino
AgostinoRiitano,siboc
AgostinoRiitano,domenicoros
AgostinoRiitano,lalgacristina
AgostinoRiitano,bertramniessen
AgostinoRiitano,BolloAlessandro
AgostinoRiitano,meedabyte
TorinoAnni10,dgiluz
mamacaluda,ZazzaNM
mamacaluda,Ravenna2019
MicheledAlena,FusacchiA
mamacaluda,FLuccisano
ProgettoRENA,CoderDojo
cieffe27,FusacchiA
2020CityPlus,chrisiaio
2020CityPlus,ProgettoRENA
2020CityPlus,FLuccisano
2020CityPlus,ProgettoRENA
andrecatta,FusacchiA
Robertap526,ProgettoRENA
invisigot,ales9000
AlessandraFeol1,meedabyte
AlessandraFeol1,LabGov
AlessandraFeol1,chrisiaio
Yes_we_Tweet,ProgettoRENA
Yes_we_Tweet,davideagazzi
wendy_tiger,bertramniessen
PierG,BChiavarino
CalabriaStartup,ProgettoRENA
CalabriaStartup,ChiaraPeggy
CalabriaStartup,FusacchiA
ProgettoRENA,dgiluz
bia_hvid,FLuccisano
BChiavarino,terredeisavoia
EmilBanca,chrisiaio
alessiobau,Sardexnet
Giank_Russo,FLuccisano
FBrudaglio,ProgettoRENA
luca_biancucci,ChiaraPeggy
luca_biancucci,ProgettoRENA
Lebowskiana,istat_it
ProgettoRENA,ivanapais
larobbi,damienlanfrey
larobbi,ProgettoRENA
bia_hvid,ceciliamanzo
perugini,lidiamarongiu
LucaCominassi,napo
nico_stac,WISTERWISTER
nico_stac,larobbi
nico_stac,flavia_marzano
Acquarius75,dgiluz
muuffa,ivanapais
muuffa,ivanapais
mrcfabbri,ArtOfDecisions
mrcfabbri,dskutz
FBrudaglio,FusacchiA
FBrudaglio,ProgettoRENA
LiveUru,FLuccisano
YouCanGroup,ivanapais
juanucilla,dgiluz
juanucilla,VinceMa1
VitaDario,domenicoros
VitaDario,calabriativi
VitaDario,SmartDMO
VitaDario,ParcoSila
FusacchiA,federicoravaldi
JonnyMarsella,ProgettoRENA
mrcfabbri,Erica_sir
mrcfabbri,FusacchiA
bia_hvid,ZazzaNM
RuralHub,battagliaem
bia_hvid,FusacchiA
f_galtieri,doonie
spettandoGodot,ChiaraPeggy
fedecolonna,ChiaraPeggy
mamacaluda,lajeje13
mamacaluda,ProgettoRENA
mamacaluda,matteorenzi
TorinoAnni10,meedabyte
MicheledAlena,FLuccisano
fedecolonna,doonie
Becrowdy,ivanapais
lidiamarongiu,ivanapais
perugini,indugiare
muuffa,stefanomicelli
egferro,ProgettoRENA
egferro,FLuccisano
egferro,FusacchiA
egferro,davidecanavesio
egferro,e_martinotti
vignolimatteo,ProgettoRENA
AgostinoRiitano,mantralex
AgostinoRiitano,ADelliNoci
TorinoAnni10,chrisiaio
CentroAntartide,lucarizzonervo
CentroAntartide,CittaBeniComuni
mamacaluda,Emuratori
mamacaluda,isaangiuli
maurocolombo_,ProgettoRENA
MattiaSullini,stefanomicelli
beavillari,ProgettoRENA
beavillari,dskutz
smodeo86,the_qube
Greenjobs_it,ProgettoRENA
Greenjobs_it,FraMazzocchi
Acquarius75,napo
noemisatta,ProgettoRENA
REStartSocial,ChiaraPeggy
Giank_Russo,MLetiziaGardoni
Giank_Russo,ColdirettiG
Giank_Russo,matteorenzi
workingcapital,ChiaraPeggy
BAMstracult,PuntoDock
Innovandiamo,FLuccisano
Robertap526,AgostinoRiitano
Robertap526,ADelliNoci
Robertap526,ProgettoRENA
AleBezzi,BolloAlessandro
bobpersio,ChiaraPeggy
SISinnovation,OuiShare
ArielsM87,TheEconomist
ArielsM87,stefanomicelli
Societing_SC,doonie
EmilBanca,BolloAlessandro
ValComm,frarusso
ValComm,FLuccisano
ValComm,marcogy
Lebowskiana,FusacchiA
federicoravaldi,FusacchiA
Robertap526,ProgettoRENA
Robertap526,FLuccisano
DaVelSign,napo
DaVelSign,lorenzobenussi
PierG,FusacchiA
Robertap526,fedepank
Robertap526,Tukulti_Ninurta
Robertap526,ProgettoRENA
franleu,we4italy
franleu,livia_1983
Lebowskiana,ivanapais
ProgettoRENA,aledannibale
mamacaluda,Chrisiao
bia_hvid,OfficineArduino
bia_hvid,mbanzi
Erica_sir,chrisiaio
Erica_sir,Labsus1
mamacaluda,FLuccisano
REStartSocial,meedabyte
REStartSocial,dgiluz
EmilBanca,ChiaraPeggy
Becrowdy,ivanapais
sociolab_tweet,ivanapais
andrecatta,meedabyte
andrecatta,Annibaledelia
BChiavarino,MLetiziaGardoni
TorinoAnni10,La_Nicos
saverio_cuoghi,socialstreet_it
saverio_cuoghi,ZazzaNM
Erica_sir,Labsus1
bia_hvid,ivanapais
Robertap526,ProgettoRENA
Robertap526,FLuccisano
Ffoodinstitute,FLuccisano
Ffoodinstitute,ProgettoRENA
Ffoodinstitute,YouCanGroup
mamacaluda,damienlanfrey
aperdichizzi,ProgettoRENA
NonProfit_Lab,ProgettoRENA
urbanohumano,clarainbeta
urbanohumano,corenoausonio
f_galtieri,lajeje13
AleBezzi,napo
spettandoGodot,ivanapais
TorinoAnni10,MicheledAlena
RuralHub,ProgettoRENA
nikko801,metiuuitem
nikko801,ghirardinicola
phisaz,lorenzobenussi
larobbi,ProgettoRENA
Ffoodinstitute,dskutz
AttivaFirenze,chrisiaio
AttivaFirenze,Labsus1
RobCacciatore,ChiaraPeggy
salvamarra,ProgettoRENA
davidmonten,aperdichizzi
davidmonten,Innovandiamo
BAMstracult,BolloAlessandro
YouCanGroup,ndifino
YouCanGroup,ProgettoRENA
YouCanGroup,BolognaTwit
luca_biancucci,ProgettoRENA
luca_biancucci,stefanomicelli
funkylotito,meedabyte
andrecatta,FLuccisano
TorinoAnni10,FusacchiA
TorinoAnni10,chrisiaio
TorinoAnni10,xdxd_vs_xdxd
larobbi,napo
darios,ProgettoRENA
cieffe27,ChiaraPeggy
ProgettoRENA,EmilBanca
spettandoGodot,damienlanfrey
socialmakingeco,chrisiaio
GabroXII,michelemas
FBrudaglio,ivanapais
FBrudaglio,ProgettoRENA
ProgettoRENA,davideagazzi
Robertap526,ProgettoRENA
RanghioFrance,sociolab_tweet
RanghioFrance,PuntoDock
larobbi,La_Nicos
larobbi,ProgettoRENA
mamacaluda,ZazzaNM
EmilBanca,BolloAlessandro
AleBezzi,stefanomicelli
eccoilmoro,MicheledAlena
okfnitaly,ChiaraPeggy
LiveUru,TTmobile_
LiveUru,FLuccisano
lidiamarongiu,damienlanfrey
AttivaFirenze,ZazzaNM
LiveUru,chrisiaio
LiveUru,Guarene2020
larobbi,chrisiaio
ProgettoRENA,damienlanfrey
TorinoAnni10,FLuccisano
ArielsM87,ChiaraPeggy
SpazioGrisu,FusacchiA
ceciliamanzo,ProgettoRENA
ceciliamanzo,clodcop
ceciliamanzo,letiziapian
SilviaSalmeri,vivisostenibile
SilviaSalmeri,ChiaraPeggy
SilviaSalmeri,alepirani
stefymilo,stefanomicelli
Smartcityexhib,RobCacciatore
Smartcityexhib,ZazzaNM
Smartcityexhib,Forum_PA
Emuratori,FusacchiA
AlessandraFeol1,LabGov
indugiare,OOPgiovani
indugiare,CultPopSocCoop
ValComm,perugini
okfnitaly,napo
LiveUru,FLuccisano
LiveUru,TorinoAnni10
giuliodichiara,ProgettoRENA
giuliodichiara,FLuccisano
andrecatta,damienlanfrey
perugini,davideagazzi
vignolimatteo,ProgettoRENA
FBrudaglio,paesaggiabruzzo
FBrudaglio,ProgettoRENA
EmilBanca,BolloAlessandro
michiamofede,chrisiaio
michiamofede,CultPopSocCoop
violamargiotta,FLuccisano
f_galtieri,doonie
marco_vignoli,ZazzaNM
OOPgiovani,gen_legacoop
Cittadinireatti,mariella_stella
Cittadinireatti,FLuccisano
Cittadinireatti,ProgettoRENA
Ale_Nigro,doonie
Ale_Nigro,ProgettoRENA
perugini,ValComm
perugini,MrAmpu
Carolicen,siboc
Carolicen,RuralHub
Robertap526,ADelliNoci
Robertap526,ProgettoRENA
Robertap526,Robertap526
Robertap526,lucadellabitta
Robertap526,Anci_Giovani
Erica_sir,enzolefevre
LindaIerardi,CoderDojo
LindaIerardi,coderdojobo
mamacaluda,mamacaluda
CentroAntartide,CittaBeniComuni
CentroAntartide,chrisiaio
Innovandiamo,ivanapais
TorinoAnni10,FusacchiA
bia_hvid,doonie
Robertap526,enver
Robertap526,ProgettoRENA
RobCacciatore,chrisiaio
LindaIerardi,agaddone
LindaIerardi,coderdojobo
noemisatta,ProgettoRENA
chiarabert,La_Nicos
chiarabert,unipolideas
aperdichizzi,meedabyte
larobbi,ProgettoRENA
aperdichizzi,doonie
perugini,vivaioimprese
andrecatta,FLuccisano
PierG,meedabyte
ProgettoRENA,FusacchiA
ProgettoRENA,tarmelop
Ale_Nigro,ProgettoRENA
dimarconicola,ProgettoRENA
f_galtieri,OOPgiovani
EmilBanca,FLuccisano
EmilBanca,ProgettoRENA
BAMstracult,ChiaraPeggy
bobpersio,dgiluz
isaangiuli,FLuccisano
isaangiuli,ProgettoRENA
EmilBanca,dgiluz
MRosariaPeduto,FusacchiA
LiveUru,FLuccisano
metiuuitem,napo
luca_biancucci,ProgettoRENA
AleBezzi,napo
AleBezzi,ChiaraPeggy
Innovandiamo,ChiaraPeggy
aperdichizzi,IlariaLani
ProgettoRENA,La_Nicos
perugini,DigitaliansEU
EmilBanca,FLuccisano
ProgettoRENA,FLuccisano
ProgettoRENA,ZazzaNM
mrcfabbri,FLuccisano
mrcfabbri,ProgettoRENA
RanghioFrance,PuntoDock
GammaDonna_,clodcop
fedecolonna,dgiluz
Robertap526,FLuccisano
Robertap526,ProgettoRENA
Socialseed_,ZazzaNM
MrAmpu,Erica_sir
MrAmpu,enzolefevre
MrAmpu,clarainbeta
MrAmpu,ProgettoRENA
FBrudaglio,ProgettoRENA
vivaioimprese,ChiaraPeggy
bia_hvid,ProgettoRENA
lamasoero,letiziapian
lamasoero,FraMazzocchi
lamasoero,davideagazzi
lamasoero,MicheledAlena
lamasoero,ProgettoRENA
TorinoAnni10,dskutz
TorinoAnni10,urukwavu
anpugliese,mariella_stella
metiuuitem,dskutz
beavillari,ProgettoRENA
larobbi,AgostinoRiitano
sociolab_tweet,napo
gpcolletti,stefymilo
ArielsM87,meedabyte
AleBezzi,stefanomicelli
michiamofede,stefanomicelli
michiamofede,CultPopSocCoop
ArielsM87,stefanomicelli
we4italy,FusacchiA
EmilBanca,matteolepore
damienlanfrey,FLuccisano
violamargiotta,napo
VitaDario,VZappino
perugini,aperdichizzi
LiatRogel,ChiaraPeggy
LiveUru,chrisiaio
mrcfabbri,ChiaraPeggy
napo,ProgettoRENA
TorinoAnni10,stefanomicelli
biljaic,doonie
2020CityPlus,ChiaraPeggy
2020CityPlus,ProgettoRENA
sigfreedo,ProgettoRENA
sigfreedo,ValeriaAdani
TorinoAnni10,damienlanfrey
PierG,FusacchiA
EleParisi,napo
EleParisi,Lebowskiana
Andreacritico,ProgettoRENA
perugini,f_galtieri
larobbi,FusacchiA
larobbi,miur
spettandoGodot,ZazzaNM
spettandoGodot,ProgettoRENA
LucaCominassi,invisigot
LucaCominassi,cimina
LucaCominassi,FraMazzocchi
LucaCominassi,MicheledAlena
LucaCominassi,mariosartori2
LucaCominassi,dtartari
LucaCominassi,ales9000
PierG,dgiluz
bia_hvid,dgiluz
ProgettoRENA,MicheledAlena
aperdichizzi,FusacchiA
stef_proietti,FusacchiA
stef_proietti,ProgettoRENA
nikko801,metiuuitem
nikko801,ghirardinicola
nikko801,MicheledAlena
TorinoAnni10,dgiluz
bertramniessen,00doppiozero
bertramniessen,che_fare
ChiaraPeggy,FLuccisano
workingcapital,ChiaraPeggy
2020CityPlus,ProgettoRENA
2020CityPlus,chrisiaio
Andreacritico,ProgettoRENA
AleBezzi,ChiaraPeggy
YouCanGroup,unipolideas
YouCanGroup,ProgettoRENA
AleBezzi,stefanomicelli
amagelli,YouCanGroup
panebarcos,mamacaluda
ceciliamanzo,Ale_Nigro
ceciliamanzo,ProgettoRENA
ceciliamanzo,FLuccisano
Max1957,BolloAlessandro
larobbi,stefanomicelli
larobbi,ProgettoRENA
iladonatio,napo
iladonatio,beppe_grillo
smodeo86,ADelliNoci
smodeo86,the_qube
AleBezzi,dskutz
socialPA_RM,matteolepore
metiuuitem,chrisiaio
ProgettoRENA,tarmelop
ProgettoRENA,coderdojobo
CentroAntartide,FLuccisano
funkylotito,ProgettoRENA
funkylotito,dgiluz
ErikaMunno,LabGov
ErikaMunno,Labsus1
ErikaMunno,chrisiaio
larobbi,coderdojobo
LiveUru,napo
umbertorega,Ale_Nigro
umbertorega,stefanomicelli
umbertorega,ProgettoRENA
umbertorega,FaberLabVarese
umbertorega,ArtigianiVarese
fedecolonna,damienlanfrey
OOPgiovani,gen_legacoop
OOPgiovani,indugiare
OOPgiovani,biljaic
OOPgiovani,eandless
OOPgiovani,chiarabert
OOPgiovani,RanghioFrance
AlessandraFeol1,socialstreet_it
AlessandraFeol1,ProgettoRENA
_opendata,napo
_opendata,dclfbk
_opendata,od500
_opendata,Smartcityexhib
_opendata,dclfbk
AleBezzi,CittadinidiTwtt
bia_hvid,doonie
guglielmoa,damienlanfrey
Ale_Nigro,ProgettoRENA
Wineup,siboc
Giank_Russo,hubspa
Giank_Russo,ProgettoRENA
spettandoGodot,BolloAlessandro
bobpersio,FLuccisano
ProgettoRENA,napo
luca_biancucci,ProgettoRENA
ProgettoRENA,ZazaNM
ArtOfDecisions,napo
ArtOfDecisions,dskutz
FBrudaglio,dgiluz
FBrudaglio,ProgettoRENA
EmilBanca,ChiaraPeggy
mamacaluda,BolloAlessandro
mamacaluda,Ravenna2019
domenicoros,ADelliNoci
domenicoros,ProgettoRENA
Liberos2,dgiluz
Liberos2,Sardexnet
ProgettoRENA,LepidaSpA
ProgettoRENA,BolognaWelcome
perugini,umbertorega
luca_biancucci,matteolepore
luca_biancucci,ProgettoRENA
larobbi,chrisiaio
lajeje13,napo
lajeje13,ProgettoRENA
FBrudaglio,ProgettoRENA
andrecatta,ZazzaNM
indugiare,OOPgiovani
indugiare,michiamofede
indugiare,RanghioFrance
Ffoodinstitute,stefanomicelli
Ffoodinstitute,ProgettoRENA
LucaCominassi,napo
Robertap526,ProgettoRENA
Robertap526,clodcop
Robertap526,FLuccisano
Robertap526,damienlanfrey
salvamarra,ProgettoRENA
sergiogalasso,wireditalia
sergiogalasso,unmonastery
sergiogalasso,Cami_sale
calabriativi,FLuccisano
calabriativi,VitaDario
calabriativi,domenicoros
calabriativi,VZappino
lucliva,meedabyte
isaangiuli,ProgettoRENA
isaangiuli,MicheledAlena
isaangiuli,FraMazzocchi
isaangiuli,matteolepore
isaangiuli,MicheledAlena
isaangiuli,mamacaluda
ProgettoRENA,FLuccisano
ProgettoRENA,f_galtieri
mamacaluda,damienlanfrey
AleBezzi,dgiluz
AleBezzi,Sardexnet
ValComm,letiziapian
ValComm,ProgettoRENA
Lebowskiana,meedabyte
Lebowskiana,OuiShare
Lebowskiana,lessig
FBrudaglio,FusacchiA
invisigot,Fare_Fiumicino
invisigot,metiuuitem
invisigot,MicheledAlena
bobpersio,davideagazzi
AlessandraFeol1,chrisiaio
AlessandraFeol1,Labsus1
playgroundmary,FusacchiA
metiuuitem,napo
TorinoAnni10,BolloAlessandro
RanghioFrance,davideagazzi
RanghioFrance,OOPgiovani
RanghioFrance,PuntoDock
guglielmoa,FLuccisano
metiuuitem,istat_it
AlessandraFeol1,ProgettoRENA
AlessandraFeol1,damienlanfrey
EmilBanca,letiziapian
RobCacciatore,stefanomicelli
ADelliNoci,domenicoros
perugini,metiuuitem
imaginaryaurora,ivanapais
aperdichizzi,stefanomicelli
gabrimorelli,ADelliNoci
gabrimorelli,Piersoft
gabrimorelli,CoderDojoLe
lidiamarongiu,ProgettoRENA
YouCanGroup,chiaramarza
YouCanGroup,alcenero
YouCanGroup,saroversi
YouCanGroup,alepirani
YouCanGroup,ProgettoRENA
funkylotito,meedabyte
ProgettoRENA,FusacchiA
VitaDario,ZazzaNM
Robertap526,chrisiaio
Robertap526,Labsus1
AleBezzi,ProgettoRENA
larobbi,damienlanfrey
larobbi,ProgettoRENA
mrcfabbri,meedabyte
ValComm,lorenzobenussi
ValComm,napo
EmilBanca,FLuccisano
EmilBanca,ProgettoRENA
aperdichizzi,dgiluz
aperdichizzi,Sardexnet
invisigot,chrisiaio
invisigot,marcobani
tarmelop,ProgettoRENA
PierG,dgiluz
AleBezzi,eandless
AleBezzi,ottobottoni
RanghioFrance,chiarabert
RanghioFrance,indugiare
RanghioFrance,OOPgiovani
RanghioFrance,gen_legacoop
darios,Sardexnet
Iris_Network,unipolideas
f_galtieri,ProgettoRENA
dominicipi,ProgettoRENA
dominicipi,CoderDojo
Acquarius75,FHumanplus
lucliva,dgiluz
lorenzobenussi,FusacchiA
Ffoodinstitute,matteolepore
Ffoodinstitute,YouCanGroup
Ffoodinstitute,ProgettoRENA
PuntoDock,RanghioFrance
isaangiuli,dgiluz
isaangiuli,ProgettoRENA
ProgettoRENA,FusacchiA
ProgettoRENA,miur
aperdichizzi,ProgettoRENA
FBrudaglio,stefanomicelli
sociolab_tweet,ProgettoRENA
