source,target
sociolab_tweet,davideagazzi
spettandoGodot,ProgettoRENA
io_floriano,siboc
phisaz,FLuccisano
gpcolletti,dgiluz
luca_biancucci,ProgettoRENA
michiamofede,CultPopSocCoop
funkylotito,ProgettoRENA
AlessandraTolen,rosellavolp
AlessandraTolen,pelo80
mamacaluda,FLuccisano
AttivaFirenze,chrisiaio
cieffe27,FusacchiA
EmilBanca,damienlanfrey
EleParisi,Radio3tweet
RuralHub,paolacadoni
RuralHub,FAO
bia_hvid,napo
mamacaluda,damienlanfrey
ChiaraPeggy,dgiluz
funkylotito,lidiamarongiu
funkylotito,damienlanfrey
perugini,ideaTRE60
aperdichizzi,FusacchiA
TorinoAnni10,dgiluz
EmilBanca,damienlanfrey
Max1957,BolloAlessandro
_Aloisi,damienlanfrey
cimina,invisigot
cimina,LucaCominassi
cimina,damienlanfrey
egferro,FLuccisano
larobbi,stefanomicelli
larobbi,ProgettoRENA
larobbi,FLuccisano
larobbi,ProgettoRENA
salvamarra,doonie
salvamarra,ProgettoRENA
BAMstracult,BolloAlessandro
bia_hvid,InvasioniDigita
larobbi,ProgettoRENA
ProgettoRENA,meedabyte
AleBezzi,damienlanfrey
stef_proietti,Labsus1
stef_proietti,chrisiaio
stef_proietti,ProgettoRENA
napo,dgiluz
Robertap526,ProgettoRENA
Robertap526,damienlanfrey
luca_biancucci,FLuccisano
luca_biancucci,ProgettoRENA
luca_biancucci,ProgettoRENA
YouCanGroup,Chrisiao
YouCanGroup,ProgettoRENA
YouCanGroup,BolognaTwit
FLuccisano,chrisiaio
LiveUru,BolloAlessandro
ProgettoRENA,marcogy
ProgettoRENA,GIConfindustria
ArielsM87,FLuccisano
f_galtieri,ChiaraPeggy
violamargiotta,FLuccisano
vieriemiliani,ProgettoRENA
AleBezzi,briguzia
EmilBanca,ZazzaNM
EmilBanca,dgiluz
aperdichizzi,maxciociola
aperdichizzi,ADelliNoci
aperdichizzi,smodeo86
franleu,bobpersio
franleu,Guarene2020
larobbi,ProgettoRENA
Socialseed_,BolloAlessandro
trendinaliaIT,workingcapital
mariella_stella,clodcop
mariella_stella,ProgettoRENA
RuralHub,BChiavarino
ascuoladioc,Monithon
ProgettoRENA,dskutz
YouCanGroup,matteolepore
YouCanGroup,ProgettoRENA
Emiliana_Me,ProgettoRENA
Emiliana_Me,_CleaNap
PierG,ZazzaNM
ProgettoRENA,FLuccisano
ProgettoRENA,dgiluz
AleBezzi,ProgettoRENA
mamacaluda,meedabyte
f_galtieri,marcellourgo
Emiliana_Me,chrisiaio
Emiliana_Me,Labsus1
LiveUru,stefanomicelli
LiveUru,Guarene2020
metiuuitem,FusacchiA
f_galtieri,ProgettoRENA
ValComm,isaangiuli
ValComm,ProgettoRENA
AlessandraFeol1,Sardexnet
AlessandraFeol1,Labsus1
ValeriaAdani,ProgettoRENA
ValeriaAdani,FLuccisano
perugini,violamargiotta
we4italy,ivanapais
massimosanti,napo
larobbi,FusacchiA
larobbi,ProgettoRENA
beavillari,chrisiaio
beavillari,ProgettoRENA
TorinoAnni10,ivanapais
GabroXII,GabroXII
PierG,FusacchiA
fedecolonna,doonie
Collaboriamo,Giovannini
Ghostwriter37,ColdirettiG
Ghostwriter37,ProgettoRENA
Ghostwriter37,BolognaTwit
frarusso,ProgettoRENA
frarusso,davideagazzi
frarusso,FLuccisano
frarusso,addibbi
frarusso,damienlanfrey
beavillari,ProgettoRENA
RitaBartolomei,FLuccisano
luca_biancucci,ProgettoRENA
luca_biancucci,chrisiaio
maurocolombo_,FaberLabVarese
_Aloisi,FusacchiA
AleBezzi,damienlanfrey
perugini,sociolab_tweet
ProgettoRENA,clodcop
ProgettoRENA,giusate
ProgettoRENA,batty82
ProgettoRENA,cosesemplici
ProgettoRENA,dimarconicola
coderdojobo,coolestprojects
coderdojobo,CoderDojo
coderdojobo,coderdojobo
f_galtieri,FLuccisano
startsaturdays,damienlanfrey
LiveUru,BolloAlessandro
mamacaluda,meedabyte
mrcfabbri,Ale_Nigro
mrcfabbri,napo
saverio_cuoghi,ProgettoRENA
saverio_cuoghi,MicheledAlena
saverio_cuoghi,FraMazzocchi
saverio_cuoghi,FLuccisano
saverio_cuoghi,letiziapian
saverio_cuoghi,davideagazzi
IlariaPais,ProgettoRENA
alessiobau,ZazzaNM
mariella_stella,RaiBallaro
larobbi,clodcop
larobbi,ProgettoRENA
enzolefevre,ProgettoRENA
f_galtieri,doonie
michiamofede,AlessandroBollo
michiamofede,CultPopSocCoop
vignolimatteo,ProgettoRENA
ProgettoRENA,damienlanfrey
bobpersio,doonie
catencina,Labsus1
anpugliese,stefanomicelli
bobpersio,Airbnb
bobpersio,HyattConcierge
bobpersio,meedabyte
xdxd_vs_xdxd,Lebowskiana
Erica_sir,FusacchiA
gpcolletti,ivanapais
totididio,ZazzaNM
totididio,sigfreedo
totididio,wepushsocial
larobbi,dskutz
larobbi,ProgettoRENA
michiamofede,AlessandroBollo
michiamofede,CultPopSocCoop
fedecolonna,ivanapais
wendy_tiger,ProgettoRENA
wendy_tiger,dgiluz
wendy_tiger,be_p
HansCaron,TorinoAnni10
michiamofede,AlessandroBollo
michiamofede,CultPopSocCoop
dskutz,tarmelop
spettandoGodot,ivanapais
spettandoGodot,Aster_ER
ProgettoRENA,clodcop
f_galtieri,ross__gau
f_galtieri,ProgettoRENA
f_galtieri,SviluppoBas
fedepank,salvamarra
fedepank,IlariaLani
Lebowskiana,dclfbk
Lebowskiana,sabinacuccibar
Lebowskiana,napo
Lebowskiana,okfnitaly
czgavazzi,amandaferrario
czgavazzi,MaViAmantea
metiuuitem,chrisiaio
Ale_Nigro,FusacchiA
Ale_Nigro,ProgettoRENA
EmilBanca,FLuccisano
fedecolonna,ChiaraPeggy
AleBezzi,meedabyte
demichelisf,stefanomicelli
demichelisf,ProgettoRENA
sociolab_tweet,meedabyte
sociolab_tweet,ChiaraPeggy
sociolab_tweet,ivanapais
ProgettoRENA,hubspa
ProgettoRENA,ActionAidItalia
ProgettoRENA,CNANEXT
ProgettoRENA,CasaNetural
ProgettoRENA,ColdirettiG
ProgettoRENA,00doppiozero
ProgettoRENA,davidecanavesio
letiziapian,OOPgiovani
letiziapian,chiarabert
letiziapian,RanghioFrance
Innovandiamo,ivanapais
IlariaLani,clodcop
isaangiuli,FLuccisano
isaangiuli,ProgettoRENA
isaangiuli,FraMazzocchi
isaangiuli,Emuratori
VZappino,VitaDario
VZappino,FLuccisano
VZappino,domenicoros
clarainbeta,meedabyte
stef_proietti,ProgettoRENA
PierG,andreabez
socialmakingeco,ProgettoRENA
socialmakingeco,ChiaraPeggy
socialmakingeco,dgiluz
VitaDario,ChiaraPeggy
VitaDario,ProgettoRENA
catencina,ChiaraPeggy
ProgettoRENA,letiziapian
ProgettoRENA,MicheledAlena
ProgettoRENA,ValeriaAdani
ProgettoRENA,larobbi
ProgettoRENA,ceciliamanzo
AlessandraFeol1,FLuccisano
AlessandraFeol1,ascuoladioc
Acquarius75,BolloAlessandro
pelo80,rosellavolp
pelo80,AlessandraTolen
RosaBorgognoni,istat_it
indugiare,FLuccisano
indugiare,CultPopSocCoop
indugiare,OOPgiovani
biljaic,ChiaraPeggy
Innovandiamo,De_DiDio
RanghioFrance,chrisiaio
RanghioFrance,Labsus1
RanghioFrance,PuntoDock
Robertap526,ProgettoRENA
AlessandraFeol1,FLuccisano
AlessandraFeol1,ProgettoRENA
perugini,alessiobau
larobbi,FusacchiA
larobbi,ProgettoRENA
violamargiotta,FusacchiA
mamacaluda,ZazzaNM
mamacaluda,Ravenna2019
michiamofede,CultPopSocCoop
mamacaluda,BolloAlessandro
mamacaluda,Ravenna2019
perugini,YouCanGroup
perugini,FraMazzocchi
ghirardinicola,aubreymcfato
ghirardinicola,simosacchi
fedepank,clodcop
fedepank,ProgettoRENA
bia_hvid,damienlanfrey
metiuuitem,dskutz
ProgettoRENA,ChiaraPeggy
guglielmoa,damienlanfrey
EmilBanca,FusacchiA
ProgettoRENA,davideagazzi
RobCacciatore,ZazzaNM
bia_hvid,dgiluz
panebarcos,mamacaluda
cieffe27,ChiaraPeggy
Ffoodinstitute,damienlanfrey
Ffoodinstitute,ProgettoRENA
Tukulti_Ninurta,dgiluz
meg_pag,ivanapais
meg_pag,MicheledAlena
meg_pag,Ale_Nigro
EmilBanca,FLuccisano
TorinoAnni10,dgiluz
mamacaluda,FLuccisano
we4italy,enricogiova
spettandoGodot,chrisiaio
ProgettoRENA,FraMazzocchi
TorinoAnni10,stefanomicelli
perugini,paolocampagnano
michiamofede,AlessandroBollo
michiamofede,CultPopSocCoop
EmilBanca,chrisiaio
YouCanGroup,stefanomicelli
bia_hvid,ChiaraPeggy
we4italy,stefanomicelli
larobbi,davideagazzi
EmilBanca,dgiluz
Ffoodinstitute,ColdirettiG
Ffoodinstitute,ProgettoRENA
ProgettoRENA,FusacchiA
ProgettoRENA,napo
metiuuitem,dskutz
bobpersio,FusacchiA
sociolab_tweet,ZazzaNM
perugini,Andreacritico
sociolab_tweet,damienlanfrey
mamacaluda,ivanapais
LiveUru,siboc
LiveUru,luigireggi
LiveUru,BolloAlessandro
ghirardinicola,FusacchiA
muuffa,FLuccisano
saronnornr,ProgettoRENA
lorenzobenussi,napo
ValeriaAdani,ProgettoRENA
ValeriaAdani,FLuccisano
napo,massimosanti
giusate,batty82
giusate,dimarconicola
sociolab_tweet,chrisiaio
FusacchiA,ProgettoRENA
AttivaFirenze,Twiperbole
AttivaFirenze,CittadinidiTwtt
giamaura,we4italy
EmilBanca,damienlanfrey
TorinoAnni10,damienlanfrey
alessiobau,damienlanfrey
ChiaraPeggy,FusacchiA
ValeriaAdani,FLuccisano
ValeriaAdani,ProgettoRENA
f_galtieri,ChiaraPeggy
imaginaryaurora,dgiluz
paoloventuri100,ProgettoRENA
metiuuitem,napo
Acquarius75,ivanapais
ctroccoli,FLuccisano
cpt_giraffe,lucliva
cpt_giraffe,meedabyte
ProgettoRENA,matteolepore
LiveUru,FusacchiA
LiveUru,siboc
ivanapais,Ale_Nigro
ivanapais,SlideShare
LiveUru,FusacchiA
killermedia,ProgettoRENA
AleBezzi,ProgettoRENA
ProgettoRENA,FLuccisano
ProgettoRENA,davideagazzi
ProgettoRENA,clodcop
ProgettoRENA,letiziapian
LiatRogel,foodinthestreet
LiatRogel,HousingLab
Ale_Nigro,ivanapais
Ale_Nigro,ProgettoRENA
EmilBanca,stefanomicelli
bia_hvid,chrisiaio
BAMstracult,dgiluz
PuntoDock,BAMstracult
ProgettoRENA,La_Nicos
ProgettoRENA,unipolideas
lorenzobenussi,FusacchiA
mamacaluda,FLuccisano
mamacaluda,Emuratori
mamacaluda,isaangiuli
mamacaluda,FraMazzocchi
mamacaluda,MicheledAlena
mamacaluda,addibbi
mamacaluda,stefymilo
Emuratori,FLuccisano
Emuratori,mamacaluda
Emuratori,isaangiuli
Emuratori,FraMazzocchi
Emuratori,addibbi
paoloventuri100,mantralex
paoloventuri100,Innovandiamo
massimosanti,ProgettoRENA
massimosanti,FLuccisano
startsaturdays,ZazzaNM
fedecolonna,damienlanfrey
YouCanGroup,FusacchiA
YouCanGroup,ProgettoRENA
ValComm,BChiavarino
ValComm,doonie
fmp_it,Innovandiamo
franleu,ArielsM87
franleu,Guarene2020
YouCanGroup,marcogy
YouCanGroup,ProgettoRENA
ProgettoRENA,BolloAlessandro
Urban_Res_Dance,chrisiaio
larobbi,FraMazzocchi
larobbi,ProgettoRENA
gpcolletti,ivanapais
nikko801,FusacchiA
nikko801,ProgettoRENA
nikko801,siboc
Societing_SC,Labsus1
clarainbeta,enablingcity
clarainbeta,Forum_PA
bobpersio,FraMazzocchi
AgostinoRiitano,ivanapais
violamargiotta,marcogy
siboc,napo
massimosanti,stefanomicelli
massimosanti,FLuccisano
socialPA_RM,damienlanfrey
BAMstracult,BolloAlessandro
perugini,ChiaraPeggy
AlessandraFeol1,LabGov
AlessandraFeol1,ProgettoRENA
frarusso,FLuccisano
frarusso,ProgettoRENA
frarusso,davideagazzi
frarusso,clodcop
Innovandiamo,ChiaraPeggy
FLuccisano,damienlanfrey
EPietrafesa,ProgettoRENA
EPietrafesa,CoderDojo
EPietrafesa,agaddone
EPietrafesa,GruppoNUME
Societing_SC,chrisiaio
Societing_SC,Labsus1
fedecolonna,stefanomicelli
fedecolonna,PezzeGalere
LiveUru,FLuccisano
LiveUru,Monithon
LiveUru,ire_rete
LiveUru,luigireggi
fabriziacalda,FusacchiA
killermedia,matteorenzi
michiamofede,doonie
okfnitaly,napo
okfnitaly,OKFN
ceciliamanzo,ProgettoRENA
imaginaryaurora,ivanapais
fedepank,davideagazzi
Robertap526,BolloAlessandro
Robertap526,ProgettoRENA
Robertap526,massimobray
Robertap526,PAsproni
saroversi,valemarchesini
saroversi,MarchesiniGroup
Societing_SC,meedabyte
okfnitaly,chrisiaio
okfnitaly,Monithon
okfnitaly,ascuoladioc
fmp_it,ChiaraPeggy
davideagazzi,ProgettoRENA
alessiobau,meedabyte
alessiobau,OuiShare
ProgettoRENA,doonie
EmilBanca,meedabyte
AgostinoRiitano,dgiluz
larobbi,ProgettoRENA
LiveUru,FLuccisano
metiuuitem,ivanapais
ArielsM87,damienlanfrey
Ale_Nigro,ProgettoRENA
marco_vignoli,FusacchiA
TorinoAnni10,FusacchiA
lorenzobenussi,FLuccisano
Acquarius75,FusacchiA
pazzixbarca_bo,fabriziobarca
Ffoodinstitute,ProgettoRENA
guglielmoa,ivanapais
Robertap526,BolloAlessandro
Robertap526,ProgettoRENA
ProgettoRENA,kilowattBo
larobbi,FLuccisano
AleBezzi,meedabyte
_Aloisi,dskutz
YouCanGroup,ChefSimone
YouCanGroup,Ffoodinstitute
YouCanGroup,ProgettoRENA
YouCanGroup,saroversi
YouCanGroup,BolognaTwit
agaddone,CoderDojo
agaddone,tarmelop
agaddone,GruppoNUME
agaddone,ldomhl
agaddone,agaddone
EleParisi,MiurSocial
EleParisi,FusacchiA
sociolab_tweet,RanghioFrance
sociolab_tweet,PuntoDock
dimarconicola,La_Nicos
Tukulti_Ninurta,bertramniessen
Tukulti_Ninurta,ProgettoRENA
bia_hvid,napo
Innovandiamo,FLuccisano
ValComm,TorinoAnni10
ValComm,BolloAlessandro
Robertap526,ProgettoRENA
bobpersio,FLuccisano
siboc,edocolombo
clodcop,ivanapais
Acquarius75,dgiluz
Robertap526,enzolefevre
Robertap526,ProgettoRENA
Robertap526,f_galtieri
vignolimatteo,FusacchiA
vignolimatteo,ProgettoRENA
beavillari,ProgettoRENA
Liberos2,FLuccisano
chiarabert,FusacchiA
chiarabert,MiurSocial
dclfbk,chrisiaio
LiveUru,FLuccisano
sergiogalasso,simonecicero
RanghioFrance,f_galtieri
marco_vignoli,PierG
marco_vignoli,federicoravaldi
CentroAntartide,damienlanfrey
socialmakingeco,chefuturo
socialmakingeco,ProgettoRENA
socialmakingeco,meedabyte
Andreacritico,cimina
Andreacritico,Monithon
Andreacritico,invisigot
Andreacritico,LucaCominassi
Andreacritico,damienlanfrey
Andreacritico,siboc
ZazzaNM,ProgettoRENA
damianotessaro,Italia_Unica
damianotessaro,ProgettoRENA
f_galtieri,FusacchiA
f_galtieri,MiurSocial
wendy_tiger,Urban_Res_Dance
alesa69,damienlanfrey
isaangiuli,ProgettoRENA
bia_hvid,napo
silvia_rensi,bobic_a
carlettab,FusacchiA
PierG,dskutz
GruppoNUME,dskutz
GruppoNUME,coderdojobo
GruppoNUME,tarmelop
Tukulti_Ninurta,MicheledAlena
larobbi,FLuccisano
larobbi,ProgettoRENA
stefymilo,gpcolletti
AleBezzi,arduino
ChiaraPeggy,ivanapais
ChiaraPeggy,meedabyte
ChiaraPeggy,dgiluz
michiamofede,ivanapais
michiamofede,CultPopSocCoop
LiatRogel,cosesemplici
ProgettoRENA,meedabyte
metiuuitem,ghirardinicola
metiuuitem,MicheledAlena
bobpersio,FLuccisano
luciombra,chrisiaio
luciombra,Labsus1
saroversi,ndifino
Giank_Russo,ProgettoRENA
Giank_Russo,FLuccisano
Giank_Russo,stefymilo
Giank_Russo,f_galtieri
Giank_Russo,MicheledAlena
Giank_Russo,addibbi
piazzaberlino,mamacaluda
piazzaberlino,FLuccisano
luca_biancucci,ProgettoRENA
Robertap526,ProgettoRENA
Robertap526,ChiaraPeggy
funkylotito,siboc
saverio_cuoghi,ivanapais
YouCanGroup,ZazzaNM
YouCanGroup,ProgettoRENA
luca_biancucci,ChiaraPeggy
luca_biancucci,ProgettoRENA
Ffoodinstitute,FLuccisano
LuciaTubaro,DIGILUZ
paoloventuri100,ProgettoRENA
Ale_Nigro,napo
Ale_Nigro,ProgettoRENA
andreadanielli,damienlanfrey
PierG,dgiluz
Tukulti_Ninurta,ghirardinicola
Ale_Nigro,stefanomicelli
Ale_Nigro,ProgettoRENA
muuffa,dgiluz
pietrodioni,ProgettoRENA
michiamofede,gen_legacoop
isaangiuli,mamacaluda
isaangiuli,Emuratori
AlessandraFeol1,damienlanfrey
AlessandraFeol1,chrisiaio
AlessandraFeol1,LabGov
BAMstracult,bertramniessen
MattiaSullini,stefanomicelli
Robertap526,Innovandiamo
f_galtieri,ProgettoRENA
mariella_stella,damienlanfrey
EmilBanca,letiziapian
EmilBanca,damienlanfrey
cimina,ProgettoRENA
cimina,CoderDojo
cimina,carlettab
massimosanti,ProgettoRENA
massimosanti,CoderDojo
MattiaSullini,damienlanfrey
ProgettoRENA,FLuccisano
Robertap526,ADelliNoci
BAMstracult,ProgettoRENA
egferro,La_Nicos
AlessandraFeol1,FLuccisano
AlessandraFeol1,Monithon
invisigot,marcobani
invisigot,cimina
invisigot,LucaCominassi
TorinoAnni10,Certosa1515
mariella_stella,ProgettoRENA
violamargiotta,FraMazzocchi
nimeo,clodcop
nimeo,babasmood
franleu,f_galtieri
franleu,Guarene2020
biljaic,ChiaraPeggy
biljaic,ivanapais
biljaic,dskutz
MrAmpu,enzolefevre
MrAmpu,ProgettoRENA
MrAmpu,Erica_sir
Robertap526,ProgettoRENA
alessiobau,ChiaraPeggy
f_galtieri,ross__gau
f_galtieri,ProgettoRENA
vignolimatteo,ProgettoRENA
letiziapian,lamasoero
letiziapian,FraMazzocchi
letiziapian,davideagazzi
letiziapian,MicheledAlena
letiziapian,ProgettoRENA
bia_hvid,gummyindustries
bia_hvid,ivanapais
saverio_massaro,EsperimentiArch
PierG,napo
PierG,ChiaraPeggy
FBrudaglio,ProgettoRENA
domenicoros,VitaDario
domenicoros,DarioMazzella
RanghioFrance,ProgettoRENA
larobbi,FLuccisano
larobbi,ProgettoRENA
silvia_rensi,ivanapais
silvia_rensi,Editormanque
perugini,Giank_Russo
amagelli,YouCanGroup
ValComm,BolloAlessandro
ValComm,dgiluz
indugiare,Giovannini
TorinoAnni10,FLuccisano
perugini,gpcolletti
perugini,Monithon
perugini,delsio84
alessiobau,NeelieKroesEU
stef_proietti,ProgettoRENA
Robertap526,ProgettoRENA
TorinoAnni10,LiveUru
TorinoAnni10,egferro
TorinoAnni10,ProgettoRENA
ChiaraBrughera,meedabyte
YouCanGroup,ChiaraPeggy
YouCanGroup,ProgettoRENA
luca_biancucci,chrisiaio
luca_biancucci,ProgettoRENA
clarainbeta,FLuccisano
ProgettoRENA,damienlanfrey
socialPA_RM,ProgettoRENA
2020CityPlus,ProgettoRENA
LiveUru,matteolepore
LiveUru,Guarene2020
TorinoAnni10,stefanomicelli
St_Giaccardi,chrisiaio
St_Giaccardi,Labsus1
noemisatta,ProgettoRENA
biljaic,doonie
karmainspace,ChiaraPeggy
f_galtieri,ProgettoRENA
startsaturdays,ivanapais
Innovandiamo,ChiaraPeggy
AlessandraFeol1,BolloAlessandro
AlessandraFeol1,LabGov
ivanapais,chrisiaio
egferro,FusacchiA
RitaBartolomei,ivanapais
ProgettoRENA,FLuccisano
ValComm,napo
ValComm,napo
TorinoAnni10,ZazzaNM
TorinoAnni10,FLuccisano
Emuratori,ZazzaNM
ghirardinicola,ales9000
MrAmpu,Labsus1
dclfbk,chrisiaio
dclfbk,Monithon
dclfbk,ascuoladioc
bia_hvid,doonie
BAMstracult,culturability
BAMstracult,unipolideas
BAMstracult,La_Nicos
luca_biancucci,dskutz
luca_biancucci,ProgettoRENA
bia_hvid,dgiluz
FBrudaglio,ProgettoRENA
YouCanGroup,FLuccisano
YouCanGroup,ProgettoRENA
ILBETTA,FusacchiA
OOPgiovani,paolocampagnano
OOPgiovani,indugiare
OOPgiovani,RanghioFrance
OOPgiovani,1Mattia1
OOPgiovani,matteobettoli
michiamofede,IdeaGinger
michiamofede,ChiaraPeggy
michiamofede,doonie
luca_biancucci,matteolepore
luca_biancucci,ProgettoRENA
Andreacritico,ProgettoRENA
lidiamarongiu,dgiluz
Innovandiamo,ProgettoRENA
Socialseed_,ivanapais
EmilBanca,FLuccisano
metiuuitem,dskutz
metiuuitem,spaghetti_folks
metiuuitem,patriziasaggia
EnricoPonte,ProgettoRENA
killermedia,FLuccisano
killermedia,ProgettoRENA
mamacaluda,dgiluz
Acquarius75,FusacchiA
guglielmoa,Ale_Nigro
guglielmoa,ChiaraPeggy
guglielmoa,dgiluz
guglielmoa,ProgettoRENA
twittodarte,TorinoAnni10
twittodarte,davideagazzi
FBrudaglio,ProgettoRENA
clarainbeta,chrisiaio
LiatRogel,HousingLab
RitaBartolomei,FraMazzocchi
silvia_rensi,stefanomicelli
Ale_Nigro,napo
Ale_Nigro,dskutz
Ale_Nigro,ProgettoRENA
Emuratori,ivanapais
Emuratori,mamacaluda
Emuratori,isaangiuli
LiveUru,dskutz
killermedia,massimosanti
killermedia,ProgettoRENA
killermedia,CoderDojo
MLetiziaGardoni,ChiaraPeggy
perugini,xdxd_vs_xdxd
f_galtieri,mamacaluda
f_galtieri,Emuratori
f_galtieri,isaangiuli
Robertap526,ADelliNoci
patriziasaggia,metiuuitem
virgigullo,ProgettoRENA
virgigullo,clodcop
fmp_it,WeArePaCo
andrecatta,MakeItaly
andrecatta,T_M_Arch_
ArtOfDecisions,napo
AleBezzi,ZazzaNM
indugiare,CultPopSocCoop
ArielsM87,stefanomicelli
gpcolletti,ProgettoRENA
ghirardinicola,RanghioFrance
ghirardinicola,ProgettoRENA
perugini,FLuccisano
TorinoAnni10,ChiaraPeggy
annamasera,siboc
EmilBanca,ChiaraPeggy
fmp_it,ZazzaNM
saroversi,Sardexnet
AleBezzi,MicheledAlena
EmilBanca,clodcop
EmilBanca,ProgettoRENA
Liberos2,enricogiova
Liberos2,danieladucato
EmilBanca,IdeaGinger
EmilBanca,persanluca
Socialseed_,ProgettoRENA
Emiliana_Me,ProgettoRENA
perugini,Smartcityexhib
LuciaTubaro,stefanomicelli
LuciaTubaro,FLuccisano
massimosanti,ChiaraPeggy
RobCacciatore,stefanomicelli
RobertaCalle,chrisiaio
letiziapian,OOPgiovani
letiziapian,letiziapian
letiziapian,IrecoopER
indugiare,ChiaraPeggy
ProgettoRENA,dgiluz
AleBezzi,stefanomicelli
AleBezzi,elleucio
AleBezzi,fablabfirenze
Rimassasonoio,ProgettoRENA
lorenzobenussi,napo
lorenzobenussi,dskutz
lajeje13,f_galtieri
PierG,ProgettoRENA
PierG,FusacchiA
PierG,tarmelop
mamacaluda,BolloAlessandro
EmilBanca,FLuccisano
f_galtieri,RanghioFrance
ArielsM87,ivanapais
perugini,workingcapital
massimosanti,FBrudaglio
massimosanti,dgiluz
massimosanti,ProgettoRENA
EmilBanca,meedabyte
domenicoros,siboc
domenicoros,phisaz
domenicoros,SerenaMaioli
domenicoros,totididio
domenicoros,napo
domenicoros,lorenzobenussi
CasaNetural,ProgettoRENA
ProgettoRENA,damienlanfrey
AleBezzi,danieltarozzi
AleBezzi,AttivaFirenze
totididio,aborruso
totididio,napo
totididio,AmatPalermoSpA
totididio,ComunePalermo
michiamofede,ZazzaNM
EmilBanca,stefanomicelli
Societing_SC,napo
ValeriaAdani,ProgettoRENA
BAMstracult,BolloAlessandro
sergiogalasso,Labsus1
sergiogalasso,chrisiaio
franleu,we4italy
franleu,Guarene2020
cieffe27,lucavecchi72
spettandoGodot,ChiaraPeggy
ProgettoRENA,Annibaledelia
2020CityPlus,dgiluz
perugini,chrisiaio
f_galtieri,FLuccisano
mamacaluda,chrisiaio
AleBezzi,napo
AleBezzi,dskutz
AleBezzi,sociolab_tweet
AleBezzi,RobertaCalle
vivaioimprese,vivaio_imprese
AgostinoRiitano,dgiluz
AgostinoRiitano,Sardexnet
larobbi,ChiaraPeggy
larobbi,ProgettoRENA
mariella_stella,antoniopolito1
PuntoDock,RanghioFrance
HUBFirenze,damienlanfrey
HUBFirenze,ottobottoni
ValComm,stefanomicelli
saverio_cuoghi,MicheledAlena
AleBezzi,meedabyte
Emiliana_Me,ProgettoRENA
AlessandraFeol1,chrisiaio
AlessandraFeol1,Labsus1
TorselloM,GSRomeHub
TorselloM,ProgettoRENA
metiuuitem,FLuccisano
Ale_Nigro,Uber
Ale_Nigro,ivanapais
Ale_Nigro,ProgettoRENA
dclfbk,napo
dclfbk,dclfbk
dclfbk,od500
dclfbk,Smartcityexhib
bia_hvid,svegliamuseo
